ThinkTankPoliticalWing,ThinkTankName,ThinkTankFoundedOn,OfficerId,OfficerName,OfficerRole,OfficerAppointedOn,OfficerResignedOn,CompanyNumber,CompanyName,CompanyDateOfCreation,CompanyDateOfCessation,CompanySicCode,CompanySicCodeCategory,CompanySicCodeDescription
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,01/07/2015,31/03/2017,09666443,Bdbco No. 516 Limited,01/07/2015,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,17/07/1992,31/03/2017,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,07/12/2005,31/03/2017,05648068,Adam Smith Services Limited,07/12/2005,25/02/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Secretary,19/01/2009,31/03/2017,02732176,Adam Smith International Ltd,17/07/1992,,70229,"Professional, scientific and technical activities",Management consultancy activities other than financial management
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Secretary,19/01/2009,31/03/2017,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,23/12/2005,31/03/2017,05662199,The Amphion Group Limited,23/12/2005,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Adam Smith Institute,01/01/1977,vWzl_afCxEtrh1JBNYv6_4IWx6w,Peter Young,Director,06/03/2012,31/03/2017,07976084,Aquileia Limited,05/03/2012,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Bow Group,01/01/1951,2TfPYaryd5xZXaMre00WTiOCm7Y,Benjamin Ben Harris-Quinney,Director,12/03/2013,,08440197,Conservative Grassroots Ltd,12/03/2013,04/08/2015,94920,Other service activities,Activities of political organisations
Right,Bow Group,01/01/1951,2TfPYaryd5xZXaMre00WTiOCm7Y,Benjamin Ben Harris-Quinney,Director,21/06/2012,,08114075,Bow Publications Limited,21/06/2012,28/11/2017,58142,Information and communication,Publishing of consumer and business journals and periodicals
Right,Bow Group,01/01/1951,2TfPYaryd5xZXaMre00WTiOCm7Y,Benjamin Ben Harris-Quinney,Director,08/05/2017,11/06/2019,08143560,Victoria Cross Trust,16/07/2012,,81299,Administrative and support service activities,Other cleaning services
Right,Bow Group,01/01/1951,2TfPYaryd5xZXaMre00WTiOCm7Y,Benjamin Ben Harris-Quinney,Director,08/05/2017,11/06/2019,08143560,Victoria Cross Trust,16/07/2012,,91020,"Arts, entertainment and recreation",Museums activities
Right,Bow Group,01/01/1951,2TfPYaryd5xZXaMre00WTiOCm7Y,Benjamin Ben Harris-Quinney,Director,08/05/2017,11/06/2019,08143560,Victoria Cross Trust,16/07/2012,,96090,Other service activities,Other service activities n.e.c.
Right,Bow Group,01/01/1951,2TfPYaryd5xZXaMre00WTiOCm7Y,Benjamin Ben Harris-Quinney,Director,12/03/2013,,08440197,Conservative Grassroots Ltd,12/03/2013,04/08/2015,94920,Other service activities,Activities of political organisations
Right,Bow Group,01/01/1951,2TfPYaryd5xZXaMre00WTiOCm7Y,Benjamin Ben Harris-Quinney,Director,21/06/2012,,08114075,Bow Publications Limited,21/06/2012,28/11/2017,58142,Information and communication,Publishing of consumer and business journals and periodicals
Right,Bow Group,01/01/1951,2TfPYaryd5xZXaMre00WTiOCm7Y,Benjamin Ben Harris-Quinney,Director,08/05/2017,11/06/2019,08143560,Victoria Cross Trust,16/07/2012,,81299,Administrative and support service activities,Other cleaning services
Right,Bow Group,01/01/1951,2TfPYaryd5xZXaMre00WTiOCm7Y,Benjamin Ben Harris-Quinney,Director,08/05/2017,11/06/2019,08143560,Victoria Cross Trust,16/07/2012,,91020,"Arts, entertainment and recreation",Museums activities
Right,Bow Group,01/01/1951,2TfPYaryd5xZXaMre00WTiOCm7Y,Benjamin Ben Harris-Quinney,Director,08/05/2017,11/06/2019,08143560,Victoria Cross Trust,16/07/2012,,96090,Other service activities,Other service activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,_r6mXnbxYQ2RHot0DYVD_7dy1pk,Lord Anthony Paul Bamford,Director,20/02/2018,,01174651,Centre for Policy Studies Limited,20/06/1974,,58141,Information and communication,Publishing of learned journals
Right,Centre for Policy Studies,01/01/1974,ZXSXoffCxnCmcx_AZI3_Rs_oKyQ,Graham Stuart Brady Mp,Director,20/09/2016,,01174651,Centre for Policy Studies Limited,20/06/1974,,58141,Information and communication,Publishing of learned journals
Right,Centre for Policy Studies,01/01/1974,diEUughCD45Mx35VYjkVVdt-k44,Charlotte Louise Benham Crosswell,Director,01/07/2017,,07289573,Freemarketfx Limited,18/06/2010,,62012,Information and communication,Business and domestic software development
Right,Centre for Policy Studies,01/01/1974,diEUughCD45Mx35VYjkVVdt-k44,Charlotte Louise Benham Crosswell,Director,01/07/2017,,07289573,Freemarketfx Limited,18/06/2010,,64999,Financial and insurance activities,Financial intermediation not elsewhere classified
Right,Centre for Policy Studies,01/01/1974,diEUughCD45Mx35VYjkVVdt-k44,Charlotte Louise Benham Crosswell,Director,09/11/2016,,10470854,Exadin Ltd,09/11/2016,,96090,Other service activities,Other service activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,diEUughCD45Mx35VYjkVVdt-k44,Charlotte Louise Benham Crosswell,Director,26/11/2018,12/07/2021,10250295,Uk Finance Limited,24/06/2016,,94110,Other service activities,Activities of business and employers membership organisations
Right,Centre for Policy Studies,01/01/1974,diEUughCD45Mx35VYjkVVdt-k44,Charlotte Louise Benham Crosswell,Director,21/08/2017,30/04/2021,09007658,Innovate Finance Limited,23/04/2014,,94120,Other service activities,Activities of professional membership organisations
Right,Centre for Policy Studies,01/01/1974,diEUughCD45Mx35VYjkVVdt-k44,Charlotte Louise Benham Crosswell,Director,01/05/2013,02/01/2017,00025932,Lch Limited,22/02/1888,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,diEUughCD45Mx35VYjkVVdt-k44,Charlotte Louise Benham Crosswell,Director,04/10/2011,11/11/2016,07774388,Nasdaq Nlx Limited,15/09/2011,09/11/2021,66110,Financial and insurance activities,Administration of financial markets
Right,Centre for Policy Studies,01/01/1974,diEUughCD45Mx35VYjkVVdt-k44,Charlotte Louise Benham Crosswell,Director,13/08/2008,08/02/2016,06527296,Nasdaq Omx Europe Limited,07/03/2008,,62090,Information and communication,Other information technology service activities
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,17/12/2019,,12367920,Ttre Holdings Limited,17/12/2019,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,17/12/2019,,12367993,Lands Improvement Group Limited,17/12/2019,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,09/12/2019,,12353791,Lou Investments Healthcare Roscommon Limited,09/12/2019,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,11/11/2019,,12306984,Lou Investments Healthcare Holdings Roscommon Limited,11/11/2019,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,24/07/2019,,12119225,45 Rosslyn Hill Limited,24/07/2019,,98000,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Residents property management
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,08/05/2019,,11984897,Drest Holdings Limited,08/05/2019,,58290,Information and communication,Other software publishing
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,08/04/2019,,11930584,Lou Investments Healthcare Callan Limited,08/04/2019,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,08/04/2019,,11930594,Lou Investments Healthcare Bettystown Limited,08/04/2019,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,08/04/2019,,11930246,Lou Investments Healthcare Kilkenny Limited,08/04/2019,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,05/04/2019,,11927120,Lou Investments Healthcare Holdings Callan Limited,05/04/2019,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,05/04/2019,,11927117,Lou Investments Healthcare Holdings Bettystown Limited,05/04/2019,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,04/04/2019,,11927090,Lou Investments Healthcare Holdings Kilkenny Limited,04/04/2019,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,08/02/2019,,11815808,Hera Ventures Holdings Limited,08/02/2019,,58290,Information and communication,Other software publishing
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,05/02/2019,,11808479,Swathe Limited,05/02/2019,20/10/2020,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,23/10/2018,,11639104,Hera Fashion Limited,23/10/2018,20/10/2020,58290,Information and communication,Other software publishing
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,14/10/2018,,11621859,Lih (High Leigh) Limited,14/10/2018,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,11/10/2018,,11618114,Tt Cdr Finance Limited,11/10/2018,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,01/10/2018,,11597157,The Fashion Editor Limited,01/10/2018,20/10/2020,58210,Information and communication,Publishing of computer games
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,15/08/2018,,11518262,The Arch Company Services Limited,15/08/2018,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,15/08/2018,,11519165,Cdr Nomineeco 1 Limited,15/08/2018,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,15/08/2018,,11519140,Cdr Nomineeco 2 Limited,15/08/2018,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,14/08/2018,,11516359,Cdr Midco Gp Limited,14/08/2018,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,14/08/2018,,11516452,The Arch Company Properties Limited,14/08/2018,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,14/08/2018,,11516484,Cdr Jv Gp Limited,14/08/2018,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,13/08/2018,,11514660,Tt Cdr Holdings Limited,13/08/2018,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,13/08/2018,,11514365,Telereal Limited,13/08/2018,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,13/08/2018,,11514852,Tt Cdr Assetco Limited,13/08/2018,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,10/08/2018,,11511077,Tlw Trading Properties Limited,10/08/2018,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,09/08/2018,,11509701,Trillium Limited,09/08/2018,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,26/06/2018,,10740707,All Sports Whispers Limited,25/04/2017,,62012,Information and communication,Business and domestic software development
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,16/05/2018,,11366634,Wpgss Limited,16/05/2018,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/02/2018,,11213238,Editrix Limited,19/02/2018,,62011,Information and communication,Ready-made interactive leisure and entertainment software development
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,31/01/2018,,11178772,Lou Investments Healthcare Tullamore Limited,31/01/2018,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,30/11/2017,,11090434,Lou Kendal Hotels Limited,30/11/2017,,68100,Real estate activities,Buying and selling of own real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,29/11/2017,,11087354,Lih Property 1 (Uk) Limited,29/11/2017,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,29/11/2017,,11087334,Lih Property 2 (Uk) Limited,29/11/2017,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,29/11/2017,,11087348,Lih Shrewsbury Limited,29/11/2017,17/08/2021,68320,Real estate activities,Management of real estate on a fee or contract basis
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,30/05/2017,,10792945,Tele-Bonnar (Na) Limited,30/05/2017,17/08/2021,68100,Real estate activities,Buying and selling of own real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,05026308,Trillium (Sovereign House) Limited,26/01/2004,10/04/2018,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,06518961,Trillium Uk Limited,29/02/2008,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,04161188,Trillium (Horizon) Leaseholds Limited,15/02/2001,,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,05659958,Trillium Development (Services) Limited,21/12/2005,17/08/2021,41100,Construction,Development of building projects
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,05026237,Trillium (Lancaster) Newco 50 Limited,26/01/2004,13/09/2022,64999,Financial and insurance activities,Financial intermediation not elsewhere classified
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,03424587,Trillium (Prime) Property Gp Limited,19/08/1997,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,05026099,Trillium (Dv1a) Limited,26/01/2004,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,03894394,Trillium (Rml) Limited,15/12/1999,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,03978966,Trillium (Prime) Holdings Limited,25/04/2000,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,03982150,Trillium Bastion House Limited,27/04/2000,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,06240976,Telereal (London Wall) Limited,09/05/2007,07/03/2023,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,03570149,Trillium (Prime) Furniture Limited,20/05/1998,17/08/2021,96090,Other service activities,Other service activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,05026113,Trillium (Eagle) Limited,26/01/2004,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,06519100,Tlw Holdings Limited,29/02/2008,13/09/2022,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,05118494,Trillium (Horizon) Other Properties Limited,04/05/2004,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,03979011,Trillium (Fhbi) Property Limited,25/04/2000,10/04/2018,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,05026919,Trillium (Horizon) Limited,27/01/2004,,68320,Real estate activities,Management of real estate on a fee or contract basis
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,03258384,Trillium (Prime) Limited,27/09/1996,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,03570171,Trillium (Prime) Project Holdings Limited,20/05/1998,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,03487273,Trillium Property Services (Prime) Limited,23/12/1997,,96090,Other service activities,Other service activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,05991857,Trillium (Rmh) Limited,08/11/2006,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,03995550,Trillium New Business Limited,17/05/2000,17/08/2021,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,03995550,Trillium New Business Limited,17/05/2000,17/08/2021,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,07308036,Trillium (Rmf) Limited,08/07/2010,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,07336924,Aeroling Land Limited,05/08/2010,10/04/2018,68320,Real estate activities,Management of real estate on a fee or contract basis
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/12/2016,,03565788,Ppm Holdings Limited,12/05/1998,02/11/2021,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,06/10/2016,,10413226,Telereal Investment Properties Limited,06/10/2016,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,19/05/2016,,10187550,Lih Financing Limited,19/05/2016,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,22/02/2016,,09834643,Drest Limited,21/10/2015,,93290,"Arts, entertainment and recreation",Other amusement and recreation activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,16/12/2015,,09918670,Telereal (Caledonian) Limited,16/12/2015,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,29/09/2015,,05159641,Manston Properties Limited,22/06/2004,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,11/09/2015,,01343356,A.L.I.H. (Properties) Limited,09/12/1977,,68100,Real estate activities,Buying and selling of own real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,11/09/2015,,09218231,Hubert C Leach (High Leigh) Ltd,15/09/2014,,68100,Real estate activities,Buying and selling of own real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,11/09/2015,,00370762,Feltwell Fen Farms Limited,20/11/1941,17/08/2021,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,11/09/2015,,07089729,Empire Lih Limited,27/11/2009,,38320,"Water supply, sewerage, waste management and remediation activities",Recovery of sorted materials
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,11/09/2015,,07089729,Empire Lih Limited,27/11/2009,,70100,"Professional, scientific and technical activities",Activities of head offices
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,11/09/2015,,02197474,Landmatch Limited,23/11/1987,,68100,Real estate activities,Buying and selling of own real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,11/09/2015,,01161464,A.L.I.H.(Farms) Limited,27/02/1974,,68100,Real estate activities,Buying and selling of own real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,11/09/2015,,06070741,Moorfield Management Limited,26/01/2007,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,11/09/2015,,07267343,Lih Colchester Limited,27/05/2010,17/08/2021,41100,Construction,Development of building projects
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,11/09/2015,,07267343,Lih Colchester Limited,27/05/2010,17/08/2021,68100,Real estate activities,Buying and selling of own real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,11/09/2015,,07267343,Lih Colchester Limited,27/05/2010,17/08/2021,68320,Real estate activities,Management of real estate on a fee or contract basis
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,11/09/2015,,01257600,Lands Improvement Holdings Limited,10/05/1976,,68100,Real estate activities,Buying and selling of own real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,11/09/2015,,01257600,Lands Improvement Holdings Limited,10/05/1976,,68320,Real estate activities,Management of real estate on a fee or contract basis
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,06/07/2015,,09615697,Telereal Property Developments 1 Limited,01/06/2015,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,23/06/2015,,09653295,Lou Bedford Limited,23/06/2015,22/03/2022,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,04/06/2015,,09622789,Lou Kendal Limited,04/06/2015,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,30/01/2015,,09414179,Telereal (Brentwood) Limited,30/01/2015,13/09/2022,68209,Real estate activities,Other letting and operating of own or leased real estate
