ThinkTankPoliticalWing,ThinkTankName,ThinkTankFoundedOn,OfficerId,OfficerName,OfficerRole,OfficerAppointedOn,OfficerResignedOn,CompanyNumber,CompanyName,CompanyDateOfCreation,CompanyDateOfCessation,CompanySicCode,CompanySicCodeCategory,CompanySicCodeDescription
Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,13/07/1994,27/04/2023,02950065,Ipgl No.8 Ltd,13/07/1994,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,18/10/2007,21/11/2022,00464224,C&Uco Properties Limited,03/02/1949,,70100,"Professional, scientific and technical activities",Activities of head offices
Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,09/09/1999,17/01/2019,03611426,Nex International Limited,03/08/1998,,70100,"Professional, scientific and technical activities",Activities of head offices
Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,01/12/2007,01/12/2015,05289086,The Conservative Party Foundation Limited,17/11/2004,,94920,Other service activities,Activities of political organisations
Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,09/01/2008,01/04/2015,06451019,Ipgl No.1 Ltd,11/12/2007,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,27/04/2012,30/12/2014,07934335,Tungsten Corporation Limited,02/02/2012,,64999,Financial and insurance activities,Financial intermediation not elsewhere classified
Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,01/05/2007,24/02/2014,06173794,Intercapital No. 1 Limited,20/03/2007,21/02/2023,52290,Transportation and storage,Other transportation support activities
Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,01/05/2007,24/02/2014,06173794,Intercapital No. 1 Limited,20/03/2007,21/02/2023,64205,Financial and insurance activities,Activities of financial services holding companies
Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,12/03/1997,05/07/2012,02690067,Sheffield Haworth Limited,24/02/1992,,78109,Administrative and support service activities,Other activities of employment placement agencies
Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,09/11/2004,06/06/2011,05136725,Vote No Limited,25/05/2004,29/09/2020,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,11/11/2005,01/05/2010,05015446,The Engine Group Limited,14/01/2004,,70210,"Professional, scientific and technical activities",Public relations and communications activities
Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,11/11/2005,01/05/2010,05015446,The Engine Group Limited,14/01/2004,,73110,"Professional, scientific and technical activities",Advertising agencies
Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,10/02/1999,08/03/2010,02189561,Icap Management Services Limited,06/11/1987,,70100,"Professional, scientific and technical activities",Activities of head offices
Right,Centre for Policy Studies,01/01/1974,efsjK9S1jedCMF7TcPRwC-MZR0c,Lord Thomas Dunlop Galloway De Roy De Blicquy Galbraith Strathclyde,Director,11/06/2013,,01174651,Centre for Policy Studies Limited,20/06/1974,,58141,Information and communication,Publishing of learned journals
Right,Centre for Policy Studies,01/01/1974,efsjK9S1jedCMF7TcPRwC-MZR0c,Lord Thomas Dunlop Galloway De Roy De Blicquy Galbraith Strathclyde,Director,15/04/2013,14/12/2015,04657028,Galena Asset Management Limited,05/02/2003,26/01/2018,66120,Financial and insurance activities,Security and commodity contracts dealing activities
Right,Centre for Policy Studies,01/01/1974,efsjK9S1jedCMF7TcPRwC-MZR0c,Lord Thomas Dunlop Galloway De Roy De Blicquy Galbraith Strathclyde,Director,15/04/2013,14/12/2015,04657028,Galena Asset Management Limited,05/02/2003,26/01/2018,66300,Financial and insurance activities,Fund management activities
Right,Centre for Policy Studies,01/01/1974,efsjK9S1jedCMF7TcPRwC-MZR0c,Lord Thomas Dunlop Galloway De Roy De Blicquy Galbraith Strathclyde,Director,26/02/2004,28/02/2010,SC007058,Scottish Mortgage Investment Trust Plc,17/03/1909,,64301,Financial and insurance activities,Activities of investment trusts
Right,Centre for Policy Studies,01/01/1974,efsjK9S1jedCMF7TcPRwC-MZR0c,Lord Thomas Dunlop Galloway De Roy De Blicquy Galbraith Strathclyde,Director,20/06/2001,28/02/2010,04128162,Trafalgar Capital Management Limited,20/12/2000,,66120,Financial and insurance activities,Security and commodity contracts dealing activities
Right,Centre for Policy Studies,01/01/1974,efsjK9S1jedCMF7TcPRwC-MZR0c,Lord Thomas Dunlop Galloway De Roy De Blicquy Galbraith Strathclyde,Director,02/02/2004,31/01/2010,04657028,Galena Asset Management Limited,05/02/2003,26/01/2018,66120,Financial and insurance activities,Security and commodity contracts dealing activities
Right,Centre for Policy Studies,01/01/1974,efsjK9S1jedCMF7TcPRwC-MZR0c,Lord Thomas Dunlop Galloway De Roy De Blicquy Galbraith Strathclyde,Director,02/02/2004,31/01/2010,04657028,Galena Asset Management Limited,05/02/2003,26/01/2018,66300,Financial and insurance activities,Fund management activities
Right,Centre for Policy Studies,01/01/1974,efsjK9S1jedCMF7TcPRwC-MZR0c,Lord Thomas Dunlop Galloway De Roy De Blicquy Galbraith Strathclyde,Director,01/04/2008,31/01/2010,02970319,Hampden Agencies Limited,21/09/1994,,65120,Financial and insurance activities,Non-life insurance
Right,Centre for Policy Studies,01/01/1974,efsjK9S1jedCMF7TcPRwC-MZR0c,Lord Thomas Dunlop Galloway De Roy De Blicquy Galbraith Strathclyde,Director,01/04/2008,31/01/2010,02970319,Hampden Agencies Limited,21/09/1994,,65202,Financial and insurance activities,Non-life reinsurance
Right,Centre for Policy Studies,01/01/1974,i9l6LAjHx4S3cTVNUDUWc1YZD3I,Rachel Janet Wolf,Director,01/01/2013,12/08/2020,06852919,The Talent Foundry Trust,19/03/2009,,94990,Other service activities,Activities of other membership organisations n.e.c.
Right,Centre for Policy Studies,01/01/1974,i9l6LAjHx4S3cTVNUDUWc1YZD3I,Rachel Janet Wolf,Director,04/01/2013,18/08/2015,06953650,New Schools Network,06/07/2009,,85600,Education,Educational support services
Right,Centre for Policy Studies,01/01/1974,IbaZ7CLqDYMYsylT3w7mNHeUuV0,Margaret Louise Allen,Director,22/05/2007,12/07/2022,04023541,Civitas Limited,29/06/2000,,58110,Information and communication,Book publishing
Right,Centre for Policy Studies,01/01/1974,IbaZ7CLqDYMYsylT3w7mNHeUuV0,Margaret Louise Allen,Director,22/05/2007,12/07/2022,04023541,Civitas Limited,29/06/2000,,72200,"Professional, scientific and technical activities",Research and experimental development on social sciences and humanities
Right,Centre for Policy Studies,01/01/1974,IbaZ7CLqDYMYsylT3w7mNHeUuV0,Margaret Louise Allen,Director,22/05/2007,12/07/2022,04023541,Civitas Limited,29/06/2000,,85200,Education,Primary education
Right,Centre for Policy Studies,01/01/1974,Q8T1oeLcEPXrmVX7DLV7LGXiXCg,Lord Timothy John Leigh Bell,Director,30/06/2012,,04742902,Bell Pottinger Sans Frontieres Limited,24/04/2003,04/03/2014,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,Q8T1oeLcEPXrmVX7DLV7LGXiXCg,Lord Timothy John Leigh Bell,Director,31/05/2005,17/09/2015,05074477,Climate Parliament,16/03/2004,,63990,Information and communication,Other information service activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,Q8T1oeLcEPXrmVX7DLV7LGXiXCg,Lord Timothy John Leigh Bell,Director,02/06/1994,30/06/2012,01983857,Chime Communications Limited,29/01/1986,,70100,"Professional, scientific and technical activities",Activities of head offices
Right,Centre for Policy Studies,01/01/1974,_VWSVdnnzAi4e_TZrSDW-TZV90g,Lord Norman Roy Blackwell,Director,01/09/2005,29/02/2016,00088456,Interserve Plc,19/04/1906,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,_VWSVdnnzAi4e_TZrSDW-TZV90g,Lord Norman Roy Blackwell,Director,29/07/2010,24/07/2014,00040932,Halma Public Limited Company,13/04/1894,,70100,"Professional, scientific and technical activities",Activities of head offices
Right,Centre for Policy Studies,01/01/1974,_VWSVdnnzAi4e_TZrSDW-TZV90g,Lord Norman Roy Blackwell,Director,06/06/2000,31/12/2013,01174651,Centre for Policy Studies Limited,20/06/1974,,58141,Information and communication,Publishing of learned journals
Right,Centre for Policy Studies,01/01/1974,_VWSVdnnzAi4e_TZrSDW-TZV90g,Lord Norman Roy Blackwell,Director,30/03/2006,25/05/2012,SC286832,Abrdn Plc,30/06/2005,,70100,"Professional, scientific and technical activities",Activities of head offices
Right,Centre for Policy Studies,01/01/1974,_VWSVdnnzAi4e_TZrSDW-TZV90g,Lord Norman Roy Blackwell,Director,01/04/2001,29/04/2010,00167591,Segro Public Limited Company,19/05/1920,,64306,Financial and insurance activities,Activities of real estate investment trusts
Right,Centre for Policy Studies,01/01/1974,_VWSVdnnzAi4e_TZrSDW-TZV90g,Lord Norman Roy Blackwell,Director,01/04/2001,29/04/2010,00167591,Segro Public Limited Company,19/05/1920,,68100,Real estate activities,Buying and selling of own real estate
Right,Centre for Policy Studies,01/01/1974,_VWSVdnnzAi4e_TZrSDW-TZV90g,Lord Norman Roy Blackwell,Director,01/04/2001,29/04/2010,00167591,Segro Public Limited Company,19/05/1920,,70100,"Professional, scientific and technical activities",Activities of head offices
Right,Centre for Policy Studies,01/01/1974,_VWSVdnnzAi4e_TZrSDW-TZV90g,Lord Norman Roy Blackwell,Director,26/08/2005,31/03/2010,SC286833,Standard Life Assurance Limited,30/06/2005,,65110,Financial and insurance activities,Life insurance
Right,Centre for Policy Studies,01/01/1974,uFax-FaUbIfSV3Fbf9EACJTO0oU,James George Robert Bridges,Director,11/06/2008,19/09/2016,01174651,Centre for Policy Studies Limited,20/06/1974,,58141,Information and communication,Publishing of learned journals
Right,Centre for Policy Studies,01/01/1974,VzltFX1W6XBGsmtviRFHskate5s,Professor Michael Clarke,Director,03/09/2007,03/03/2016,03147032,Rusi Trading Limited,16/01/1996,,68202,Real estate activities,Letting and operating of conference and exhibition centres
Right,Centre for Policy Studies,01/01/1974,VzltFX1W6XBGsmtviRFHskate5s,Professor Michael Clarke,Director,12/09/2007,15/12/2010,04626711,Konigswinter,02/01/2003,,85600,Education,Educational support services
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,02/07/2014,,09113179,Winston Oil & Resources Limited,02/07/2014,14/01/2020,06100,Mining and Quarrying,Extraction of crude petroleum
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,01/10/2013,,SC460464,Cluff Energy (Scotland) Limited,01/10/2013,18/07/2017,06200,Mining and Quarrying,Extraction of natural gas
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,22/06/2011,,07433904,Cluff Africa Coal Limited,09/11/2010,14/11/2017,05102,Mining and Quarrying,Open cast coal working
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,23/11/2009,,07036876,Cluff Offshore Oil Limited,08/10/2009,04/12/2012,99999,Activities of extraterritorial organisations and bodies,Dormant Company
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,29/01/2014,28/07/2023,08866005,Sco Group Ltd,29/01/2014,,90030,"Arts, entertainment and recreation",Artistic creation
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,21/02/2012,22/05/2019,07958581,Deltic Energy Plc,21/02/2012,,06200,Mining and Quarrying,Extraction of natural gas
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,01/12/2010,22/03/2018,07336170,Cluff Africa Associates Uk Ltd,04/08/2010,18/03/2022,07290,Mining and Quarrying,Mining of other non-ferrous metal ores
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,01/12/2010,22/03/2018,07336170,Cluff Africa Associates Uk Ltd,04/08/2010,18/03/2022,08990,Mining and Quarrying,Other mining and quarrying n.e.c.
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,21/10/2013,25/04/2015,08391033,National Army Museum Foundation,06/02/2013,09/05/2023,96090,Other service activities,Other service activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,31/03/2010,28/04/2014,07207283,Cluff Geothermal Limited,30/03/2010,,35110,"Electricity, gas, steam and air conditioning supply",Production of electricity
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,07/11/2003,09/08/2012,04842192,Amara Mining (Sierra Leone) Limited,23/07/2003,10/08/2019,07290,Mining and Quarrying,Mining of other non-ferrous metal ores
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,29/07/2004,09/08/2012,05136012,Amara Mining (Cote D'ivoire) Limited,24/05/2004,,07290,Mining and Quarrying,Mining of other non-ferrous metal ores
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,29/05/1996,09/08/2012,03179606,Amara Mining (Burkina) Limited,28/03/1996,10/08/2019,07290,Mining and Quarrying,Mining of other non-ferrous metal ores
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,13/01/2006,09/08/2012,05629715,Amara Mining (Mali) Limited,21/11/2005,24/09/2013,99999,Activities of extraterritorial organisations and bodies,Dormant Company
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,20/05/2004,28/05/2012,04822520,Amara Mining Limited,06/07/2003,,07290,Mining and Quarrying,Mining of other non-ferrous metal ores
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,27/01/2000,13/04/2011,03394958,The Stowe House Preservation Trust,30/06/1997,,91030,"Arts, entertainment and recreation",Operation of historical sites and buildings and similar visitor attractions
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,01/10/2010,01/12/2010,07336170,Cluff Africa Associates Uk Ltd,04/08/2010,18/03/2022,07290,Mining and Quarrying,Mining of other non-ferrous metal ores
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,01/10/2010,01/12/2010,07336170,Cluff Africa Associates Uk Ltd,04/08/2010,18/03/2022,08990,Mining and Quarrying,Other mining and quarrying n.e.c.
Right,Centre for Policy Studies,01/01/1974,Gtrfr4Nt7lpvDnAkPQfvoChSzW0,John Gordon Cluff,Director,28/11/1998,19/01/2010,00187251,Stowe School Limited,20/01/1923,,85310,Education,General secondary education
Right,Centre for Policy Studies,01/01/1974,ebQtjpsI0zDVmTUr3qboQyfz4F8,the Rt Hon Lord Michael Bruce Forsyth,Director,01/03/2014,,00541132,Secure Trust Bank Public Limited Company,26/11/1954,,64191,Financial and insurance activities,Banks
Right,Centre for Policy Studies,01/01/1974,ebQtjpsI0zDVmTUr3qboQyfz4F8,the Rt Hon Lord Michael Bruce Forsyth,Director,18/10/2007,,00955037,J. & J. Denholm Limited,28/05/1969,,70100,"Professional, scientific and technical activities",Activities of head offices
Right,Centre for Policy Studies,01/01/1974,ebQtjpsI0zDVmTUr3qboQyfz4F8,the Rt Hon Lord Michael Bruce Forsyth,Director,26/07/2012,24/07/2019,05944428,Safor Limited,22/09/2006,05/11/2019,47990,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Other retail sale not in stores, stalls or markets"
Right,Centre for Policy Studies,01/01/1974,ebQtjpsI0zDVmTUr3qboQyfz4F8,the Rt Hon Lord Michael Bruce Forsyth,Director,18/09/2012,08/08/2016,SC244269,Denholm 9sj Limited,20/02/2003,22/11/2017,74990,"Professional, scientific and technical activities",Non-trading company non trading
Right,Centre for Policy Studies,01/01/1974,ebQtjpsI0zDVmTUr3qboQyfz4F8,the Rt Hon Lord Michael Bruce Forsyth,Director,20/09/2012,29/04/2015,02937398,Howden Group Holdings Limited,09/06/1994,,65120,Financial and insurance activities,Non-life insurance
Right,Centre for Policy Studies,01/01/1974,ebQtjpsI0zDVmTUr3qboQyfz4F8,the Rt Hon Lord Michael Bruce Forsyth,Director,20/09/2012,29/04/2015,02937398,Howden Group Holdings Limited,09/06/1994,,70100,"Professional, scientific and technical activities",Activities of head offices
Right,Centre for Policy Studies,01/01/1974,ebQtjpsI0zDVmTUr3qboQyfz4F8,the Rt Hon Lord Michael Bruce Forsyth,Director,30/07/2010,11/01/2013,07303316,Nbnk Investments Plc,02/07/2010,05/04/2018,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,ebQtjpsI0zDVmTUr3qboQyfz4F8,the Rt Hon Lord Michael Bruce Forsyth,Director,27/01/2006,30/11/2012,01174651,Centre for Policy Studies Limited,20/06/1974,,58141,Information and communication,Publishing of learned journals
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,03/04/2013,,08472373,The Balmoral Hotel Edinburgh Limited,03/04/2013,,55100,Accommodation and food service activities,Hotels and similar accommodation
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,29/01/2010,,03197645,Rffg Limited,13/05/1996,,99999,Activities of extraterritorial organisations and bodies,Dormant Company
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,29/01/2010,,05893288,Samovar Hospitality Limited,01/08/2006,27/10/2015,55100,Accommodation and food service activities,Hotels and similar accommodation
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,17/11/2008,,03893836,Rocco Forte & Family (Belgium) Limited,14/12/1999,,55100,Accommodation and food service activities,Hotels and similar accommodation
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,17/11/2008,,05521655,Czech Holdings Limited,28/07/2005,27/10/2015,55100,Accommodation and food service activities,Hotels and similar accommodation
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,17/11/2008,,05133159,Rfff Limited,19/05/2004,,55100,Accommodation and food service activities,Hotels and similar accommodation
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,17/11/2008,,04713134,Rocco Forte & Family (London) Limited,26/03/2003,,55100,Accommodation and food service activities,Hotels and similar accommodation
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,17/11/2008,,05429520,Luxant Limited,19/04/2005,29/09/2020,99999,Activities of extraterritorial organisations and bodies,Dormant Company
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,19/04/2002,,04413112,Rocco Forte & Family (Luxury Hotels) Limited,10/04/2002,,82990,Administrative and support service activities,Other business support service activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,15/01/2002,,04045930,Rocco Forte & Family (Hotel Management) Limited,02/08/2000,,55100,Accommodation and food service activities,Hotels and similar accommodation
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,03/02/1999,,03710232,Rocco Forte & Family (Germany) Limited,03/02/1999,,55100,Accommodation and food service activities,Hotels and similar accommodation
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,06/08/1997,,03391144,Rocco Forte & Family (Italy) Limited,24/06/1997,,55100,Accommodation and food service activities,Hotels and similar accommodation
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,19/05/1997,,03365725,Rocco Forte & Family (Executive Hotel Program) Limited,06/05/1997,,99999,Activities of extraterritorial organisations and bodies,Dormant Company
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,31/01/1997,,03277921,Rocco Forte Hotels Limited,14/11/1996,,55100,Accommodation and food service activities,Hotels and similar accommodation
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,31/01/1997,,03298971,Rocco Forte & Family (Russia) Limited,06/01/1997,,55100,Accommodation and food service activities,Hotels and similar accommodation
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,08/08/1996,,03221756,Sir Rocco Forte Limited,08/07/1996,,01110,"Agriculture, Forestry and Fishing","Growing of cereals (except rice), leguminous crops and oil seeds"
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,08/08/1996,,03221756,Sir Rocco Forte Limited,08/07/1996,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,08/08/1996,,03221756,Sir Rocco Forte Limited,08/07/1996,,68209,Real estate activities,Other letting and operating of own or leased real estate
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,08/08/1996,,03225754,Rf Corporate Uk Ltd,16/07/1996,,55100,Accommodation and food service activities,Hotels and similar accommodation
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,06/07/2009,26/05/2023,05379380,Blenheim Trustee Company No. 1 Limited,01/03/2005,,70100,"Professional, scientific and technical activities",Activities of head offices
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,06/07/2009,26/05/2023,05738999,Vanbrugh Trustees No. 2 Limited,10/03/2006,,70100,"Professional, scientific and technical activities",Activities of head offices
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,06/07/2009,26/05/2023,05379381,Blenheim Trustee Company No. 2 Limited,01/03/2005,,70100,"Professional, scientific and technical activities",Activities of head offices
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,06/07/2009,26/05/2023,05530139,Vanbrugh Trustees Limited,08/08/2005,,70100,"Professional, scientific and technical activities",Activities of head offices
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,10/02/1998,09/12/2014,01174651,Centre for Policy Studies Limited,20/06/1974,,58141,Information and communication,Publishing of learned journals
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,17/11/2008,03/09/2014,03807696,The Lowry Hotel Limited,15/07/1999,,55100,Accommodation and food service activities,Hotels and similar accommodation
Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,23/03/2007,27/06/2011,03243972,The National Byway Trust,23/08/1996,,93290,"Arts, entertainment and recreation",Other amusement and recreation activities n.e.c.
Right,Centre for Policy Studies,01/01/1974,iJMLJPAFMlJoB6cf60oT4ovLTIs,Jonathan Gestetner,Director,21/10/2005,,05599311,St Clement's Court Books Ltd,21/10/2005,,47799,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail sale of other second-hand goods in stores (not incl. antiques)
Right,Centre for Policy Studies,01/01/1974,iJMLJPAFMlJoB6cf60oT4ovLTIs,Jonathan Gestetner,Director,24/02/1999,18/11/2020,02655110,The Jewish Museum London,17/10/1991,,91030,"Arts, entertainment and recreation",Operation of historical sites and buildings and similar visitor attractions
Right,Centre for Policy Studies,01/01/1974,iJMLJPAFMlJoB6cf60oT4ovLTIs,Jonathan Gestetner,Director,21/01/1997,16/10/2012,01485287,Heritage of London Trust Limited(the),13/03/1980,,88990,Human health and social work activities,Other social work activities without accommodation n.e.c.
Right,Centre for Policy Studies,01/01/1974,zQ26MKU1F2ZEz502UY2ymWJEW2M,John Philip Glen,Director,06/09/2011,31/03/2013,02693163,The Westminster Foundation for Democracy Limited,26/02/1992,,84210,Public administration and defence; compulsory social security,Foreign affairs
Right,Centre for Policy Studies,01/01/1974,zQ26MKU1F2ZEz502UY2ymWJEW2M,John Philip Glen,Director,06/09/2011,31/03/2013,02693163,The Westminster Foundation for Democracy Limited,26/02/1992,,94920,Other service activities,Activities of political organisations
Right,Centre for Policy Studies,01/01/1974,zQ26MKU1F2ZEz502UY2ymWJEW2M,John Philip Glen,Director,10/06/2009,25/01/2011,01174651,Centre for Policy Studies Limited,20/06/1974,,58141,Information and communication,Publishing of learned journals
Right,Centre for Policy Studies,01/01/1974,T7-flih7buY06gYJBy_uuQMuxvY,Jonathan Philip Pryce Goodwin,Director,14/06/2013,,08569166,Lepe Partners Finance Limited,14/06/2013,,64209,Financial and insurance activities,Activities of other holding companies n.e.c.
Right,Centre for Policy Studies,01/01/1974,T7-flih7buY06gYJBy_uuQMuxvY,Jonathan Philip Pryce Goodwin,Director,24/04/2013,,08502640,Harlequin Nominees Limited,24/04/2013,,82990,Administrative and support service activities,Other business support service activities n.e.c.
